trip_id,waktu,latitude,longitude,kecepatan_kmh,jarak_km
3,"2025-03-03 15:57:00",-6.130093,106.832168,20,0.16685
3,"2025-03-03 15:57:30",-6.129757,106.834039,25.2,0.21016
3,"2025-03-03 15:58:00",-6.129482,106.835569,20.6,0.17194
3,"2025-03-03 15:58:30",-6.129157,106.837383,24.4,0.20374
3,"2025-03-03 15:59:00",-6.12889,106.838872,20.1,0.16733
3,"2025-03-03 15:59:30",-6.128441,106.840691,24.9,0.20743
3,"2025-03-03 16:00:00",-6.128098,106.841874,16.3,0.13624
3,"2025-03-03 16:00:30",-6.127665,106.843369,20.7,0.17215
3,"2025-03-03 16:01:00",-6.127315,106.844951,21.5,0.17924
3,"2025-03-03 16:01:30",-6.126968,106.846526,21.4,0.17831
3,"2025-03-03 16:02:00",-6.126679,106.847833,17.8,0.14804
3,"2025-03-03 16:02:30",-6.126368,106.849242,19.1,0.15956
3,"2025-03-03 16:03:00",-6.125956,106.850783,21.2,0.17659
3,"2025-03-03 16:03:30",-6.125578,106.852044,17.5,0.1456
3,"2025-03-03 16:04:00",-6.125001,106.853462,20.4,0.16965
3,"2025-03-03 16:04:30",-6.124367,106.85488,20.6,0.17194
3,"2025-03-03 16:05:00",-6.123773,106.856209,19.3,0.16112
3,"2025-03-03 16:05:30",-6.123171,106.857555,19.6,0.16306
3,"2025-03-03 16:06:00",-6.122687,106.858639,15.8,0.13147
3,"2025-03-03 16:06:30",-6.122348,106.859843,16.7,0.13882
3,"2025-03-03 16:07:00",-6.122044,106.86116,18,0.14959
3,"2025-03-03 16:07:30",-6.122362,106.862749,21.5,0.17914
3,"2025-03-03 16:08:00",-6.122617,106.864024,17.3,0.14378
3,"2025-03-03 16:08:30",-6.122876,106.865321,17.6,0.14629
3,"2025-03-03 16:09:00",-6.123153,106.866707,18.8,0.15626
3,"2025-03-03 16:09:30",-6.123391,106.867897,16.1,0.13425
3,"2025-03-03 16:10:00",-6.123638,106.869131,16.7,0.13917
3,"2025-03-03 16:10:30",-6.123904,106.870466,18.1,0.15048
3,"2025-03-03 16:11:00",-6.124187,106.871881,19.2,0.15964
3,"2025-03-03 16:11:30",-6.124427,106.873079,16.2,0.13509
3,"2025-03-03 16:12:00",-6.124732,106.874607,20.7,0.17232
3,"2025-03-03 16:12:30",-6.124967,106.87578,15.9,0.13226
3,"2025-03-03 16:13:00",-6.125221,106.877053,17.2,0.14352
3,"2025-03-03 16:13:30",-6.125461,106.878252,16.2,0.13526
3,"2025-03-03 16:14:00",-6.125707,106.879481,16.6,0.13864
3,"2025-03-03 16:14:30",-6.126012,106.881009,20.7,0.17222
3,"2025-03-03 16:15:00",-6.126287,106.882384,18.6,0.15514
3,"2025-03-03 16:15:30",-6.126647,106.883549,16.2,0.13531
3,"2025-03-03 16:16:00",-6.127127,106.884774,17.5,0.14561
3,"2025-03-03 16:16:30",-6.127679,106.886181,20.1,0.16719
3,"2025-03-03 16:17:00",-6.128408,106.887358,18.4,0.15358
3,"2025-03-03 16:17:30",-6.129153,106.888517,18.3,0.15255
3,"2025-03-03 16:18:00",-6.129792,106.889512,15.7,0.131
3,"2025-03-03 16:18:30",-6.130491,106.890598,17.2,0.14306
3,"2025-03-03 16:19:00",-6.131045,106.891787,17.7,0.14742
3,"2025-03-03 16:19:30",-6.131022,106.892877,16.1,0.13401
3,"2025-03-03 16:20:00",-6.129784,106.893473,18.9,0.15762
3,"2025-03-03 16:20:30",-6.128596,106.893519,16,0.133
3,"2025-03-03 16:21:00",-6.127026,106.893453,21,0.17472
3,"2025-03-03 16:21:30",-6.125731,106.893398,17.3,0.14417
3,"2025-03-03 16:22:00",-6.124225,106.893335,20.1,0.16755
3,"2025-03-03 16:22:30",-6.123053,106.893285,15.7,0.13043
3,"2025-03-03 16:23:00",-6.121535,106.893221,20.3,0.16895
3,"2025-03-03 16:23:30",-6.119996,106.893156,20.6,0.17133
3,"2025-03-03 16:24:00",-6.118468,106.893092,20.4,0.16999
3,"2025-03-03 16:24:30",-6.11721,106.893038,16.8,0.14
3,"2025-03-03 16:25:00",-6.117418,106.893353,15.9,0.13249
3,"2025-03-03 16:25:30",-6.118976,106.893459,20.8,0.17357
3,"2025-03-03 16:26:00",-6.120341,106.893551,18.3,0.15216
3,"2025-03-03 16:26:30",-6.121605,106.893637,16.9,0.14085
3,"2025-03-03 16:27:00",-6.12293,106.893727,17.7,0.14765
3,"2025-03-03 16:27:30",-6.122917,106.893887,18.6,0.15463
4,"2025-03-03 18:52:00",-6.122823,106.89372,18,0.14984
4,"2025-03-03 18:52:30",-6.12167,106.893642,15.4,0.12853
4,"2025-03-03 18:53:00",-6.120289,106.893548,18.5,0.15386
4,"2025-03-03 18:53:30",-6.118985,106.893459,17.4,0.14537
4,"2025-03-03 18:54:00",-6.117643,106.893368,17.9,0.14953
4,"2025-03-03 18:54:30",-6.116839,106.893023,13.9,0.11623
4,"2025-03-03 18:55:00",-6.118,106.893072,15.5,0.12918
4,"2025-03-03 18:55:30",-6.119392,106.893131,18.6,0.15494
4,"2025-03-03 18:56:00",-6.12063,106.893183,16.5,0.13777
4,"2025-03-03 18:56:30",-6.121804,106.893232,15.7,0.13071
4,"2025-03-03 18:57:00",-6.122861,106.893277,14.1,0.11757
4,"2025-03-03 18:57:30",-6.124038,106.893327,15.7,0.13107
4,"2025-03-03 18:58:00",-6.12509,106.893371,14,0.11703
4,"2025-03-03 18:58:30",-6.126161,106.893417,14.3,0.11917
4,"2025-03-03 18:59:00",-6.127512,106.893474,18.1,0.15044
4,"2025-03-03 18:59:30",-6.128855,106.89353,17.9,0.14941
4,"2025-03-03 19:00:00",-6.130694,106.893152,25.7,0.21431
4,"2025-03-03 19:00:30",-6.130694,106.893152,0,0
4,"2025-03-03 19:01:00",-6.130694,106.893152,0,0
4,"2025-03-03 19:01:30",-6.13099,106.891526,25.3,0.21096
4,"2025-03-03 19:02:00",-6.130136,106.890047,22.9,0.19059
4,"2025-03-03 19:02:30",-6.129258,106.888681,21.6,0.1798
4,"2025-03-03 19:03:00",-6.128268,106.887141,24.3,0.20268
4,"2025-03-03 19:03:30",-6.127398,106.885463,25.2,0.21032
4,"2025-03-03 19:04:00",-6.126698,106.883679,25.5,0.2121
4,"2025-03-03 19:04:30",-6.126249,106.882192,20.7,0.17241
4,"2025-03-03 19:05:00",-6.125932,106.880606,21.5,0.17884
4,"2025-03-03 19:05:30",-6.125639,106.879142,19.8,0.16512
4,"2025-03-03 19:06:00",-6.125302,106.877458,22.8,0.18996
4,"2025-03-03 19:06:30",-6.124974,106.875816,22.2,0.1852
4,"2025-03-03 19:07:00",-6.124655,106.874222,21.6,0.17972
4,"2025-03-03 19:07:30",-6.1243,106.872445,24,0.20037
4,"2025-03-03 19:08:00",-6.12398,106.870841,21.7,0.1809
4,"2025-03-03 19:08:30",-6.123609,106.868986,25.1,0.20919
4,"2025-03-03 19:09:00",-6.123243,106.867157,24.8,0.20626
4,"2025-03-03 19:09:30",-6.122913,106.865507,22.3,0.18608
4,"2025-03-03 19:10:00",-6.122564,106.863762,23.6,0.19682
4,"2025-03-03 19:10:30",-6.122564,106.863762,0,0
4,"2025-03-03 19:11:00",-6.122564,106.863762,0,0
4,"2025-03-03 19:11:30",-6.122564,106.863762,0,0
4,"2025-03-03 19:12:00",-6.122564,106.863762,0,0
4,"2025-03-03 19:12:30",-6.122564,106.863762,0,0
4,"2025-03-03 19:13:00",-6.122564,106.863762,0,0
4,"2025-03-03 19:13:30",-6.122564,106.863762,0,0
4,"2025-03-03 19:14:00",-6.122564,106.863762,0,0
4,"2025-03-03 19:14:30",-6.122564,106.863762,0,0
4,"2025-03-03 19:15:00",-6.122564,106.863762,0,0
4,"2025-03-03 19:15:30",-6.1222,106.86194,24.7,0.2055
4,"2025-03-03 19:16:00",-6.122272,106.860167,24.1,0.20074
4,"2025-03-03 19:16:30",-6.122781,106.858428,24.1,0.2011
4,"2025-03-03 19:17:00",-6.123569,106.856665,25.6,0.21367
4,"2025-03-03 19:17:30",-6.124277,106.855081,23.1,0.19213
4,"2025-03-03 19:18:00",-6.125014,106.853433,24,0.19974
4,"2025-03-03 19:18:30",-6.12563,106.851871,22.3,0.18609
4,"2025-03-03 19:19:00",-6.12617,106.850069,25,0.20807
4,"2025-03-03 19:19:30",-6.126578,106.848292,24.2,0.20169
4,"2025-03-03 19:20:00",-6.12693,106.846694,21.7,0.18104
4,"2025-03-03 19:20:30",-6.12734,106.844839,25.2,0.21009
4,"2025-03-03 19:21:00",-6.127671,106.843349,20.3,0.16876
4,"2025-03-03 19:21:30",-6.128224,106.841441,26.4,0.21971
4,"2025-03-03 19:22:00",-6.128648,106.839976,20.3,0.16878
4,"2025-03-03 19:22:30",-6.128954,106.838516,19.8,0.16507
4,"2025-03-03 19:23:00",-6.129307,106.836548,26.5,0.22112
4,"2025-03-03 19:23:30",-6.129602,106.834904,22.2,0.18465
4,"2025-03-03 19:24:00",-6.129899,106.833248,22.3,0.18603
4,"2025-03-03 19:24:30",-6.130142,106.831586,22.3,0.186
4,"2025-03-03 19:25:00",-6.130274,106.829919,22.2,0.1848
4,"2025-03-03 19:25:30",-6.130407,106.828254,22.2,0.18475
4,"2025-03-03 19:26:00",-6.130645,106.826677,21.2,0.17646
4,"2025-03-03 19:26:30",-6.130911,106.825136,20.8,0.17296
4,"2025-03-03 19:27:00",-6.131241,106.82322,25.8,0.21497
4,"2025-03-03 19:27:30",-6.131549,106.82143,24.1,0.20079
4,"2025-03-03 19:28:00",-6.131738,106.819476,26.4,0.22017
4,"2025-03-03 19:28:30",-6.131265,106.81808,19.7,0.1639
4,"2025-03-03 19:29:00",-6.130391,106.816612,22.7,0.18922
4,"2025-03-03 19:29:30",-6.129696,106.815003,23.5,0.19576
4,"2025-03-03 19:30:00",-6.129623,106.813038,26.4,0.21991
4,"2025-03-03 19:30:30",-6.130075,106.811104,26.4,0.21991
4,"2025-03-03 19:31:00",-6.130541,106.809254,25.3,0.21107
4,"2025-03-03 19:31:30",-6.131016,106.807366,25.8,0.21527
4,"2025-03-03 19:32:00",-6.131374,106.805944,19.5,0.1622
4,"2025-03-03 19:32:30",-6.131374,106.805944,0,0
4,"2025-03-03 19:33:00",-6.131374,106.805944,0,0
4,"2025-03-03 19:33:30",-6.131374,106.805944,0,0
4,"2025-03-03 19:34:00",-6.131374,106.805944,0,0
4,"2025-03-03 19:34:30",-6.131374,106.805944,0,0
4,"2025-03-03 19:35:00",-6.131374,106.805944,0,0
4,"2025-03-03 19:35:30",-6.131643,106.804378,21.1,0.17574
4,"2025-03-03 19:36:00",-6.131945,106.802494,25.3,0.211
4,"2025-03-03 19:36:30",-6.132039,106.80085,21.9,0.18225
4,"2025-03-03 19:37:00",-6.132114,106.798986,24.8,0.20628
4,"2025-03-03 19:37:30",-6.13219,106.797098,25.1,0.20888
4,"2025-03-03 19:38:00",-6.132257,106.795416,22.3,0.18614
4,"2025-03-03 19:38:30",-6.132318,106.793921,19.8,0.16539
4,"2025-03-03 19:39:00",-6.132379,106.792402,20.2,0.1681
4,"2025-03-03 19:39:30",-6.132206,106.790916,19.9,0.16572
4,"2025-03-03 19:40:00",-6.131971,106.789251,22.3,0.18594
4,"2025-03-03 19:40:30",-6.131715,106.78744,24.3,0.20221
4,"2025-03-03 19:41:00",-6.131461,106.785643,24.1,0.20067
4,"2025-03-03 19:41:30",-6.130974,106.783863,24.7,0.20565
4,"2025-03-03 19:42:00",-6.130304,106.782195,23.9,0.19884
4,"2025-03-03 19:42:30",-6.129442,106.780908,20.7,0.17285
4,"2025-03-03 19:43:00",-6.128354,106.779655,22.1,0.18441
4,"2025-03-03 19:43:30",-6.12688,106.778258,27,0.22518
4,"2025-03-03 19:44:00",-6.125341,106.777039,26.3,0.21913
4,"2025-03-03 19:44:30",-6.124042,106.776264,20.1,0.16789
4,"2025-03-03 19:45:00",-6.122391,106.775253,25.9,0.21565
4,"2025-03-03 19:45:30",-6.121649,106.773747,22.5,0.18766
4,"2025-03-03 19:46:00",-6.121576,106.771834,25.4,0.21161
4,"2025-03-03 19:46:30",-6.121514,106.770229,21.3,0.1776
4,"2025-03-03 19:47:00",-6.121638,106.76852,22.9,0.19047
4,"2025-03-03 19:47:30",-6.121947,106.766763,23.7,0.19728
4,"2025-03-03 19:48:00",-6.122107,106.765023,23.2,0.19328
4,"2025-03-03 19:48:30",-6.122233,106.763555,19.5,0.16291
4,"2025-03-03 19:49:00",-6.122405,106.761552,26.7,0.22224
4,"2025-03-03 19:49:30",-6.12253,106.760103,19.3,0.16087
4,"2025-03-03 19:50:00",-6.122602,106.758098,26.7,0.22217
4,"2025-03-03 19:50:30",-6.122533,106.75622,24.9,0.20783
4,"2025-03-03 19:51:00",-6.122472,106.754555,22.1,0.18414
4,"2025-03-03 19:51:30",-6.122412,106.752919,21.7,0.18109
4,"2025-03-03 19:52:00",-6.122342,106.751021,25.2,0.20997
4,"2025-03-03 19:52:30",-6.122278,106.749268,23.3,0.19394
4,"2025-03-03 19:53:00",-6.122209,106.747405,24.7,0.20613
4,"2025-03-03 19:53:30",-6.122142,106.745582,24.2,0.20167
4,"2025-03-03 19:54:00",-6.121554,106.743696,26.6,0.22141
4,"2025-03-03 19:54:30",-6.120948,106.742266,20.6,0.17191
4,"2025-03-03 19:55:00",-6.120323,106.740792,21.3,0.17711
4,"2025-03-03 19:55:30",-6.119703,106.739327,21.1,0.17606
4,"2025-03-03 19:56:00",-6.119032,106.737746,22.8,0.19007
4,"2025-03-03 19:56:30",-6.117995,106.736311,23.7,0.19781
4,"2025-03-03 19:57:00",-6.11687,106.735153,21.5,0.17942
4,"2025-03-03 19:57:30",-6.115921,106.733778,25.1,0.20905
4,"2025-03-03 19:58:00",-6.116833,106.732778,20.1,0.16772
4,"2025-03-03 19:58:30",-6.118254,106.73269,19.3,0.16056
4,"2025-03-03 19:59:00",-6.119868,106.732178,23.3,0.19431
4,"2025-03-03 19:59:30",-6.121356,106.731379,22.5,0.18752
4,"2025-03-03 20:00:00",-6.123343,106.730374,29.7,0.24772
4,"2025-03-03 20:00:30",-6.125682,106.729835,32.3,0.26895
4,"2025-03-03 20:01:00",-6.128084,106.729763,32.1,0.26769
4,"2025-03-03 20:01:30",-6.130517,106.729862,32.5,0.27084
4,"2025-03-03 20:02:00",-6.133235,106.729937,36.3,0.30242
4,"2025-03-03 20:02:30",-6.135378,106.729843,28.6,0.23855
4,"2025-03-03 20:03:00",-6.137599,106.729745,29.7,0.24719
4,"2025-03-03 20:03:30",-6.139669,106.729601,27.7,0.23109
4,"2025-03-03 20:04:00",-6.141665,106.729181,27.2,0.2268
4,"2025-03-03 20:04:30",-6.144086,106.728672,33,0.27496
4,"2025-03-03 20:05:00",-6.14646,106.728172,32.4,0.2697
4,"2025-03-03 20:05:30",-6.148402,106.727763,26.5,0.22061
4,"2025-03-03 20:06:00",-6.15088,106.727274,33.7,0.28122
4,"2025-03-03 20:06:30",-6.153097,106.727282,29.6,0.24645
4,"2025-03-03 20:07:00",-6.155627,106.727213,33.8,0.2818
4,"2025-03-03 20:07:30",-6.157559,106.727015,25.9,0.21592
4,"2025-03-03 20:08:00",-6.160278,106.726999,36.3,0.30285
4,"2025-03-03 20:08:30",-6.162845,106.727063,34.3,0.28547
4,"2025-03-03 20:09:00",-6.1655,106.727128,35.4,0.2953
4,"2025-03-03 20:09:30",-6.167803,106.727311,30.8,0.25697
4,"2025-03-03 20:10:00",-6.16994,106.72751,28.6,0.23869
4,"2025-03-03 20:10:30",-6.172084,106.727709,28.7,0.23939
4,"2025-03-03 20:11:00",-6.174138,106.7279,27.5,0.22935
4,"2025-03-03 20:11:30",-6.176305,106.728102,29,0.24203
4,"2025-03-03 20:12:00",-6.178501,106.728312,29.4,0.24528
4,"2025-03-03 20:12:30",-6.180735,106.728848,30.7,0.25542
4,"2025-03-03 20:13:00",-6.182831,106.729351,28.8,0.23964
4,"2025-03-03 20:13:30",-6.185245,106.72993,33.1,0.27588
4,"2025-03-03 20:14:00",-6.187515,106.730268,30.6,0.25526
4,"2025-03-03 20:14:30",-6.189673,106.729901,31,0.25826
4,"2025-03-03 20:15:00",-6.190824,106.727893,32.7,0.27257
4,"2025-03-03 20:15:30",-6.190556,106.725468,32.5,0.27052
4,"2025-03-03 20:16:00",-6.190779,106.722861,34.9,0.29063
4,"2025-03-03 20:16:30",-6.191333,106.720905,27,0.22485
4,"2025-03-03 20:17:00",-6.192193,106.719053,27.1,0.22611
4,"2025-03-03 20:17:30",-6.193154,106.71735,26.1,0.21763
4,"2025-03-03 20:18:00",-6.194833,106.715193,36.3,0.30277
4,"2025-03-03 20:18:30",-6.196312,106.713292,32,0.26684
4,"2025-03-03 20:19:00",-6.197741,106.711455,30.9,0.25791
4,"2025-03-03 20:19:30",-6.199065,106.709754,28.7,0.23875
4,"2025-03-03 20:20:00",-6.20056,106.707831,32.4,0.26984
4,"2025-03-03 20:20:30",-6.202171,106.705761,34.9,0.29064
4,"2025-03-03 20:21:00",-6.203622,106.703897,31.4,0.26169
4,"2025-03-03 20:21:30",-6.205302,106.701738,36.4,0.30306
4,"2025-03-03 20:22:00",-6.206508,106.700187,26.1,0.2177
4,"2025-03-03 20:22:30",-6.207677,106.698685,30.6,0.25524
